name,socket,form_factor,max_memory,memory_slots
Jetway JMA3-880GP-LF,AM3,Micro ATX,8,2
Jetway JMA3-79GDGEXL-LF,AM3/AM2+/AM2,Micro ATX,4,4
Asus M4A88T-M LE,AM3,Micro ATX,8,2
MSI 870S-G54,AM3,ATX,16,4
Zotac GF6100-F-E,AM3,Micro ATX,4,2
Foxconn A9DA-S,AM3,ATX,16,4
Biostar G41 HD,LGA775,Micro ATX,4,2
Gigabyte GA-890FXA-UD7,AM3,XL ATX,16,4
Asus M4A77T/USB3,AM3,ATX,16,4
MSI 785GM-E51,AM3,Micro ATX,16,4
ECS A785GM-M5 1.0,AM3/AM2+/AM2,Micro ATX,8,2
ECS A785GM-AD3(1.0),AM3,ATX,16,4
Biostar A780L3L,AM3,Micro ATX,8,2
ECS P55H-AK (V1.0),LGA1156,ATX,16,4
ECS G41T-R3(V1.0A),LGA775,Micro ATX,8,2
ECS A885GM-A2 (V1.1),AM3,ATX,32,4
MSI P55A FUZION,LGA1156,ATX,16,4
Jetway JM26GT4-D3-LF,AM3,Micro ATX,4,2
MSI H55-GD65,LGA1156,ATX,16,4
Asus P7H55-M/CSM,LGA1156,Micro ATX,16,4
Biostar TP45E Combo 6.X,LGA775,ATX,8,4
Foxconn P55MX,LGA1156,Micro ATX,8,2
Jetway JXBLUE-H55-MINI-LF,LGA1156,Micro ATX,8,2
Zotac 880GITX-A-E,AM3,Mini ITX,8,2
Gigabyte GA-H67A-UD3H,LGA1155,ATX,16,4
Gigabyte GA-H67MA-D2H,LGA1155,Micro ATX,16,2
Gigabyte GA-H67M-D2,LGA1155,Micro ATX,16,2
Gigabyte GA-P67A-UD4,LGA1155,ATX,16,4
MSI P67A-GD65,LGA1155,ATX,32,4
MSI P67A-GD53,LGA1155,ATX,32,4
MSI P67A-C43,LGA1155,ATX,32,4
MSI P67S-C43,LGA1155,ATX,32,4
Intel DH67GD,LGA1155,Micro ATX,32,4
Biostar TP67XE,LGA1155,ATX,16,4
MSI H67MA-E45,LGA1155,Micro ATX,32,4
MSI H55M-E21,LGA1156,Micro ATX,8,2
Jetway JMIH55-M-LF,LGA1156,Micro ATX,8,2
ASRock H67DE3,LGA1155,ATX,32,4
Biostar TP67B+,LGA1155,ATX,16,4
Intel DX58OG,LGA1366,ATX,24,6
Biostar A780L3G,AM3,Micro ATX,8,2
Biostar P43-A7,LGA775,ATX,8,4
Jetway JNC81-LF,AM2+/AM2,Mini ITX,4,2
Asus M4A87T,AM3,ATX,16,4
Asus Maximus IV Extreme (REV 3.0),LGA1155,EATX,32,4
MSI P67A-G45 (B3),LGA1155,ATX,32,4
ASRock H61M/U3S3,LGA1155,Micro ATX,16,2
ASRock H67M-ITX,LGA1155,Mini ITX,16,2
MSI P67A-GD53 (B3),LGA1155,ATX,32,4
Gigabyte GA-P67A-UD3P-B3,LGA1155,ATX,32,4
Asus P8P67 WS Revolution (REV 3.0),LGA1155,ATX,32,4
ASRock 880G Pro3,AM3,ATX,32,4
Biostar TP67XE (B3),LGA1155,ATX,16,4
Jetway JMIH61M-DU3-LF,LGA1155,Micro ATX,8,2
MSI P67A-GD80 (B3),LGA1155,ATX,32,4
Biostar H61ML,LGA1155,Micro ATX,8,2
Asus P8P67 EVO (REV 3.0),LGA1155,ATX,32,4
Biostar H61MU3,LGA1155,Micro ATX,8,2
ASRock P67 Pro3 SE,LGA1155,ATX,32,4
Foxconn A76ML-K 3.0,AM3,Micro ATX,8,2
Asus AT3IONT-I Deluxe,Integrated Atom 330,Mini ITX,4,2
MSI E350IS-E45,Integrated E-Series E-350,Mini ITX,8,2
Jetway JNC85-E350-LF,Integrated E-Series E-350,Mini ITX,8,2
ASRock E350M1,Integrated E-Series E-350,Mini ITX,16,2
Asus E35M1-M PRO,Integrated E-Series E-350,Micro ATX,8,2
Gigabyte GA-Z68X-UD5-B3,LGA1155,ATX,32,4
Gigabyte GA-Z68MX-UD2H-B3,LGA1155,Micro ATX,32,4
ASRock Z68 Pro3,LGA1155,ATX,32,4
Intel DH67CLB3,LGA1155,ATX,32,4
Asus E35M1-I,Integrated E-Series E-350,Mini ITX,8,2
Biostar A770 A2+,AM2+/AM2,ATX,16,4
MSI H67MS-E23 (B3),LGA1155,Micro ATX,16,2
Biostar TH55 XE,LGA1156,Micro ATX,16,4
Intel DP67BGB3,LGA1155,ATX,32,4
Jetway JM28GT4D3-LF,AM3,Micro ATX,4,2
Biostar TH61A,LGA1155,ATX,16,2
MSI Z68A-GD65 (B3),LGA1155,ATX,32,4
Gigabyte GA-Z68XP-UD5,LGA1155,ATX,32,4
MSI 990FXA-GD65,AM3+,ATX,32,4
Biostar A780L3B,AM3,Micro ATX,16,2
Gigabyte GA-A75-D3H,FM1,ATX,32,4
ASRock P67 Extreme4 Gen3,LGA1155,ATX,32,4
MSI Z68A-G43 (B3),LGA1155,ATX,32,4
Gigabyte GA-Z68M-D2H,LGA1155,Micro ATX,32,4
MSI Z68MA-G45 (B3),LGA1155,Micro ATX,32,4
Zotac Z68ITX-B-E,LGA1155,Mini ITX,16,2
MSI H67A-G43 (B3),LGA1155,ATX,32,4
MSI Z68A-GD80 (G3),LGA1155,ATX,32,4
ASRock A75M-ITX,FM1,Mini ITX,16,2
MSI Z68A-G45 (B3),LGA1155,ATX,32,4
MSI A55M-P35,FM1,Micro ATX,16,2
ASRock A55 Pro3,FM1,ATX,32,4
Biostar H61MLB,LGA1155,Micro ATX,16,2
ECS A990FXM-A V1.0 CFX/CLI,AM3+,ATX,128,4
ECS A990FXM-A V1.0,AM3+,ATX,128,4
Gigabyte GA-X79-UD7,LGA2011,XL ATX,32,4
EVGA 132-SE-E775-KR,LGA2011,ATX,32,4
Asus F1A55-M LE,FM1,Micro ATX,32,2
Asus F1A55-M/CSM,FM1,Micro ATX,32,4
MSI A75MA-P35,FM1,Micro ATX,16,2
ECS A55F-M3(1.0),FM1,Micro ATX,32,2
Gigabyte GA-880GM-D2H (REV. 3.1),AM3+,Micro ATX,8,2
Gigabyte GA-880GM-USB3L,AM3+,Micro ATX,8,2
EVGA 151-SE-E777-KR,LGA2011,EATX,32,4
MSI 870A-G54 (FX),AM3+,ATX,32,4
Jetway JI61G-ITX,LGA1155,Mini ITX,8,2
Intel DZ68ZV,LGA1155,ATX,32,4
Intel DBS1200KP,LGA1155,Mini ITX,16,2
Jetway JTA980AG,AM3+,ATX,8,2
Gigabyte GA-Z68AP-D3(R2.0),LGA1155,ATX,32,4
Biostar TA970XE,AM3+,ATX,32,4
ECS H55H-M(1.0),LGA1156,Micro ATX,8,2
Jetway JNMF92-H61,LGA1155,Micro ATX,8,2
Biostar TZ77MXE,LGA1155,Micro ATX,32,4
Biostar TZ77A,LGA1155,ATX,32,4
Biostar TZ77XE4,LGA1155,ATX,32,4
Gigabyte GA-Z77X-UD5H-WB,LGA1155,ATX,32,4
ASRock Z77 Professional,LGA1155,ATX,32,4
Foxconn A75M,FM1,Micro ATX,64,4
ASRock Z77 Performance,LGA1155,ATX,32,4
ASRock AD2700B-ITX,Integrated Atom D2700,Mini ITX,4,2
ASRock A75 Pro4/MVP,FM1,ATX,32,4
ASRock Q77M vPro,LGA1155,Micro ATX,32,4
ASRock AD2500B-ITX,Integrated Atom D2500,Mini ITX,4,2
ECS A890GXM-A2(2.0),AM3+,ATX,32,4
ECS H61H2-A2 Deluxe (1.0),LGA1155,ATX,16,2
ECS H77H2-M,LGA1155,Micro ATX,32,4
ECS H61H2-M13,LGA1155,Micro ATX,16,2
ECS H61H-G11,LGA1155,Thin Mini ITX,16,2
ECS A960M-M2,AM3+,Micro ATX,16,2
Biostar A75MG,FM1,Micro ATX,16,2
ECS A780LM-M2,AM3,Micro ATX,8,2
EVGA 151-SE-E779-K2,LGA2011,XL ATX,32,4
Asus Maximus V Formula/ThunderFX,LGA1155,EATX,32,4
Asus F1A55-M LX PLUS R2.0,FM1,Micro ATX,32,2
Jetway JTA98MG,AM3+,Micro ATX,8,2
Jetway JHA18,AM3+,ATX,16,4
Asus E45M1-M PRO,Integrated E-Series E-450,Micro ATX,8,2
ASRock Z77 WS,LGA1155,ATX,32,4
Asus F2A85-M PRO,FM2,Micro ATX,64,4
Asus F2A85-V PRO,FM2,ATX,64,4
Gigabyte GA-F2A75M-D3H,FM2,Micro ATX,64,4
ECS A55F-M4(1.0),FM1,Micro ATX,16,2
ECS A55F2-M3(1.0),FM2,Micro ATX,32,2
ECS A85F2-A GOLDEN(1.0),FM2,ATX,64,4
Intel DZ68PL,LGA1155,ATX,32,4
Gigabyte GA-F2A85XM-D3H,FM2,Micro ATX,64,4
MSI FM2-A85XA-G65,FM2,ATX,32,4
ASRock FM2A85X Extreme4-M,FM2,Micro ATX,64,4
ECS A85F2-A DELUXE(1.0),FM2,ATX,64,4
Asus Maximus V Formula/Assassins C3,LGA1155,EATX,32,4
MSI FM2-A75IA-E53,FM2,Mini ITX,32,2
Gigabyte GA-Z77-HD4,LGA1155,ATX,32,4
MSI FM2-A85XMA-E35,FM2,Micro ATX,32,2
ECS H61H2-I v1.1,LGA1155,Mini ITX,16,2
Gigabyte GA-F2A85XM-HD3,FM2,Micro ATX,64,2
ECS A990FXM-A,AM3+,ATX,32,4
Biostar A780L3C,AM3,Micro ATX,16,2
Biostar COMBOA7L3C,Integrated Athlon II X2 215,Micro ATX,16,2
MSI B75MA-G43,LGA1155,Micro ATX,32,4
Asus A85XM-A,FM2,Micro ATX,32,2
ASRock Z87 Professional,LGA1150,ATX,32,4
ASRock Z87 Extreme6/ac,LGA1150,ATX,32,4
MSI H87M-G43,LGA1150,Micro ATX,32,4
ECS Z87H3-A4(1.0),LGA1150,ATX,32,4
ECS H87H3-M3(1.0),LGA1150,Micro ATX,16,2
ASRock Z87M OC Formula,LGA1150,Micro ATX,32,4
MSI Z87I,LGA1150,Mini ITX,16,2
Asus P9D-X,LGA1150,ATX,32,4
Biostar Hi-Fi Z87W,LGA1150,ATX,32,4
Biostar Hi-Fi B85S3+ Ver. 6.x,LGA1150,Micro ATX,32,4
Asus P9D WS,LGA1150,ATX,32,4
ASRock E3C224,LGA1150,ATX,32,4
MSI Z87 MPOWER SP,LGA1150,ATX,32,4
Gigabyte GA-F2A75M-HD2,FM2+,Micro ATX,64,2
ASRock H87M Pro4/ASM,LGA1150,Micro ATX,32,4
Gigabyte GA-H81TN,LGA1150,Thin Mini ITX,16,2
ASRock FM2A88M Extreme4+,FM2+,Micro ATX,64,4
ASRock E3C224D2I,LGA1150,Mini ITX,16,2
Asus A88XM-PLUS/CSM,FM2+,Micro ATX,64,4
Sapphire PURE Black 990FX,AM3+/AM3,ATX,16,4
MSI A88XM-E35,FM2+,Micro ATX,32,2
ECS H87H3-TI (V1.0),LGA1150,Thin Mini ITX,16,2
Gigabyte GA-Z87X-HD3,LGA1150,ATX,32,4
ASRock B85 Killer,LGA1150,ATX,32,4
MSI CSM-B85M-P32,LGA1150,Micro ATX,16,2
ASRock Fatal1ty Z87 Professional,LGA1150,ATX,32,4
Gigabyte GA-H87N-WIFI(REV2.0),LGA1150,Mini ITX,16,2
Gigabyte G1.SNIPER Z5S,LGA1150,ATX,32,4
MSI Z87 MPOWER MAX AC,LGA1150,ATX,32,4
Foxconn H81MXV,LGA1150,Micro ATX,16,2
Gigabyte GA-B85N-WIFI,LGA1150,Mini ITX,16,2
Gigabyte GA-H81-D3,LGA1150,ATX,16,2
Gigabyte GA-Q87N,LGA1150,Mini ITX,16,2
MSI H81M-E35 V2,LGA1150,Micro ATX,16,2
Asus Z97-DELUXE(NFC&WLC),LGA1150,ATX,32,4
Gigabyte GA-AM1M-S2P,AM1,Micro ATX,32,2
MSI Z97 U3 Plus,LGA1150,ATX,32,4
MSI Z97-Gaming 9 AC,LGA1150,ATX,32,4
Asus A78M-E,FM2+,Micro ATX,32,2
EVGA 111-HR-E972-KR,LGA1150,Mini ITX,16,2
Biostar A88MQ,FM2+,Micro ATX,64,4
Gigabyte GA-Z97X-SOC FORCE LN2,LGA1150,ATX,16,2
ASRock FM2A78M PRO3+,FM2+,Micro ATX,64,4
Gigabyte GA-B85N-PHOENIX,LGA1150,Mini ITX,16,2
ASRock FM2A78 PRO3+,FM2+,ATX,64,4
ECS B85H3-M9 (1.0),LGA1150,Micro ATX,16,2
ASRock FM2A78M-HD+ R2.0,FM2+,Micro ATX,32,2
MSI Z97A GAMING 9 ACK,LGA1150,ATX,32,4
Supermicro X10SAT-O,LGA1150,ATX,32,4
MSI Z97A SLI KRAIT EDITION,LGA1150,ATX,32,4
ASRock Z170 Extreme6+,LGA1151,ATX,64,4
Gigabyte GA-Z170X-Gaming GT,LGA1151,ATX,64,4
MSI Z170 Krait Gaming,LGA1151,ATX,64,4
ASRock Fatal1ty H170 Performance/D3,LGA1151,ATX,64,4
ASRock H170 Pro4/D3,LGA1151,ATX,64,4
ASRock B150M Pro4/D3,LGA1151,Micro ATX,64,4
Supermicro X9SCM-iiF,LGA1155,Micro ATX,32,4
MSI B150M BAZOOKA D3,LGA1151,Micro ATX,64,4
Gigabyte GA-MA790X-UD4P,AM3/AM2+/AM2,ATX,16,4
Gigabyte GA-Q170M-D3H,LGA1151,Micro ATX,64,4
Asus H110M-E D3,LGA1151,Micro ATX,32,2
Asus H170-PRO/CSM,LGA1151,ATX,64,4
EVGA 141-BL-E757-TR,LGA1366,ATX,24,6
Biostar Z170GT7,LGA1151,ATX,64,4
Gigabyte GA-990XA-UD3 R5,AM3+/AM3,ATX,32,4
ASRock FM2A88M Extreme4+ R2.0,FM2+,Micro ATX,64,4
ASRock H170 Performance/Hyper,LGA1151,ATX,64,4
Gigabyte GA-Z170X-Gaming 5-EU,LGA1151,ATX,64,4
ASRock P55 Deluxe3,LGA1156,ATX,16,4
Gigabyte GA-X170-EXTREME ECC,LGA1151,ATX,64,4
Supermicro MBD-X10SLL+-F,LGA1150,Micro ATX,32,4
Biostar RACING Z170GTN,LGA1151,Mini ITX,32,2
Biostar Z270GT6,LGA1151,ATX,64,4
Gigabyte GA-B150M-DS3H DDR3,LGA1151,Micro ATX,64,4
Supermicro X11SSA-F-B,LGA1151,ATX,64,4
ASRock Z270 Professional Gaming i7,LGA1151,ATX,64,4
Supermicro C7H170-M,LGA1151,Micro ATX,64,4
ASRock X299 Extreme4,LGA2066,ATX,128,8
Supermicro X11SSZ-F,LGA1151,Micro ATX,64,4
Gigabyte B360 HD3P,LGA1151,ATX,64,4
Gigabyte B360M D3V,LGA1151,Micro ATX,32,2
Biostar B360GT3S,LGA1151,Micro ATX,64,4
MSI X299M-A PRO,LGA2066,Micro ATX,64,4
MSI H110 PC MATE,LGA1151,ATX,32,2
MSI 785GM-P45,AM3,Micro ATX,16,4
ASRock E3C246D4U,LGA1151,Micro ATX,128,4
Biostar X570GT8,AM4,ATX,128,4
Biostar B365GTA,LGA1151,ATX,64,4
Gigabyte H110M-S2PT,LGA1151,Micro ATX,32,2
ASRock H410M-HDVP2,LGA1200,Micro ATX,64,2
Biostar B350GTX,AM4,Micro ATX,64,4
Gigabyte H410M DS2V V2,LGA1200,Micro ATX,64,2
Asus EX-B560M-V5,LGA1200,Micro ATX,64,2
Asus PRIME H510M-A WIFI/CSM,LGA1200,Micro ATX,64,2
ASRock Z590-C/ax,LGA1200,ATX,128,4
ASRock H610M-HDVP/D5,LGA1700,Micro ATX,96,2
Asus EX-H610M-V3 D4,LGA1700,Micro ATX,64,2
Biostar Z690A-SILVER,LGA1700,ATX,128,4
Gigabyte Z690 UD DDR4 V2,LGA1700,ATX,128,4
Asus EX-B660M-V5-PRO-D4,LGA1700,Micro ATX,64,2
MSI Z590M PRO,LGA1200,Micro ATX,128,4
Asus PRIME B760M-AJ D4,LGA1700,Micro ATX,128,4
Gigabyte B760M POWER DDR4,LGA1700,Micro ATX,64,2
Biostar H510MHP,LGA1200,Micro ATX,64,2
Biostar B560MH-E PRO,LGA1200,Micro ATX,128,4
Gigabyte B560M DS3H PLUS,LGA1200,Micro ATX,128,4
Biostar B760MX-E,LGA1700,Micro ATX,96,2
Gigabyte B760M POWER,LGA1700,Micro ATX,96,2
Gigabyte H610M S2,LGA1700,Micro ATX,64,2
Biostar B650MXC PRO,AM5,Micro ATX,192,4
Asus PRIME H510M-E R2.0-CSM,LGA1200,Micro ATX,64,2
Gigabyte H410M K,LGA1200,Micro ATX,64,2
Biostar B550MT,AM4,Micro ATX,64,2
Biostar B650MS2,AM5,Micro ATX,96,2
Biostar H610MX2-E D5,LGA1700,Micro ATX,96,2
Biostar H610MHC-E,LGA1700,Micro ATX,64,2
Biostar H610MHD D5,LGA1700,Micro ATX,96,2
Biostar H610MHP 2.0,LGA1700,Micro ATX,64,2
Biostar H610MT-E,LGA1700,Micro ATX,64,2
Asus PRIME H610M-F D4 R2.0,LGA1700,Micro ATX,64,2
Asus PRIME H610M-F D4 R2.0-CSM,LGA1700,Micro ATX,64,2
Asus PRIME B760M-PLUS-CSM,LGA1700,Micro ATX,192,4
Asus PRIME H510M-F R3.0,LGA1200,Micro ATX,64,2
Asus B760M-AYW WIFI D4,LGA1700,Micro ATX,64,2
Gigabyte B760M D3HP DDR4,LGA1700,Micro ATX,128,4
Supermicro MBD-X11SSM-F-O,LGA1151,Micro ATX,64,4
EVGA 141-LF-E658-KR,LGA1156,ATX,16,4
Biostar T5 XE CFX-SLI,LGA1156,ATX,16,4
EVGA 123-LF-E653-KR,LGA1156,ATX,16,4
Intel DP55WG,LGA1156,ATX,16,4
Asus M4N75TD,AM3,ATX,16,4
Zotac GF6100-B-E,AM3/AM2+,Micro ATX,4,2
Gigabyte GA-770TA-UD3,AM3,ATX,16,4
MSI 770T-C45,AM3/AM2+/AM2,ATX,8,4
Asus M4A785TD-M EVO,AM3,Micro ATX,16,4
ECS A785GM-M,AM3,Micro ATX,16,4
Asus M4A785T-M/CSM,AM3,Micro ATX,16,4
MSI 785GTM-E45,AM3/AM2+/AM2,Micro ATX,8,2
MSI 790XT-G45,AM3/AM2+/AM2,ATX,16,4
ASRock 880GMH/USB3,AM3,Micro ATX,16,4
Gigabyte GA-790FXTA-UD5,AM3,ATX,16,4
ASRock A790GMH/128M,AM3/AM2+/AM2,Micro ATX,16,4
Jetway JMA3-79GDGD-LF,AM3/AM2+/AM2,Micro ATX,8,4
Asus M4A88TD-M,AM3,Micro ATX,16,4
ASRock 880G Extreme3,AM3,ATX,16,4
Gigabyte GA-880GMA-UD2H,AM3,Micro ATX,16,4
Asus M4A89TD PRO/USB3,AM3,ATX,16,4
Asus M4A89TD Pro,AM3,ATX,16,4
Biostar TA890GXB HD,AM3,Micro ATX,16,4
ECS A890GXM-A,AM3,ATX,16,4
Biostar TA890GXE,AM3,Micro ATX,16,4
Asus M4A89GTD PRO,AM3,ATX,16,4
ASRock 890GX Extreme3,AM3,ATX,16,4
EVGA 132-GT-E768-KR,LGA1366,ATX,24,6
Gigabyte GA-M68M-S2P,AM3/AM2+/AM2,Micro ATX,8,2
Asus M4N68T-M,AM3,Micro ATX,8,2
ASRock M3A785GMH/128M,AM3,Micro ATX,16,4
ASRock 880GXH/USB3,AM3,ATX,16,4
EVGA 132-GT-E768-TR,LGA1366,ATX,24,6
ASRock 890GM Pro3,AM3,Micro ATX,16,4
ASRock A780LM-S,AM3/AM2+/AM2,Micro ATX,8,2
EVGA 123-CD-E635-KR,LGA1156,ATX,16,4
Gigabyte GA-D525TUD,Integrated Atom D525,Mini ITX,4,2
ASRock 890FX Deluxe4,AM3,ATX,16,4
Gigabyte GA-MA78LMT-S2,AM3,Micro ATX,8,2
MSI 785GT-E63,AM3/AM2+/AM2,ATX,16,4
Biostar A880G+,AM3,Micro ATX,8,2
MSI NF750-G55,AM3,ATX,16,4
EVGA 141-GT-E770-A1,LGA1366,EATX,24,6
Biostar TA790GXE,AM3/AM2+/AM2,Micro ATX,16,4
Biostar TA790XE,AM3/AM2+,ATX,16,4
MSI GF615M-P33,AM3,Micro ATX,8,2
MSI 880GMA-E45,AM3,Micro ATX,16,4
MSI X58A-GD45,LGA1366,ATX,24,6
Biostar TA890FXE,AM3,ATX,16,4
MSI 870U-G55,AM3,ATX,16,4
Foxconn A88GM Deluxe,AM3,Micro ATX,16,4
MSI 880GMA-E53,AM3,Micro ATX,16,4
MSI 870A Fuzion,AM3,ATX,16,4
Asus M4A77TD,AM3,ATX,16,4
Biostar TP43ECombo,LGA775,ATX,8,2
Biostar TH55 HD,LGA1156,Micro ATX,16,4
ASRock A785GM-LE/128M,AM3/AM2+/AM2,Micro ATX,8,2
MSI 880GM-E43,AM3,Micro ATX,16,4
Jetway JMA3-785GP-LF,AM3,Micro ATX,8,2
ECS A750GM-M (V7.0),AM3,Micro ATX,8,2
Biostar TA880GB+,AM3,Micro ATX,16,4
Asus P7Q57-M DO/CSM,LGA1156,Micro ATX,16,4
MSI H55-G43,LGA1156,ATX,16,4
Biostar TPOWER i55,LGA1156,ATX,16,4
Biostar H55A+,LGA1156,ATX,16,4
Biostar TA790GXB3,AM3,ATX,16,4
MSI Big Bang Trinergy,LGA1156,ATX,16,4
ASRock K10N78D,AM2+/AM2,ATX,16,4
Foxconn A88GMV,AM3,Micro ATX,16,4
Biostar H55 HD,LGA1156,Micro ATX,8,2
ECS H57H-MUS(1.0A),LGA1156,Micro ATX,16,4
ECS A880GM-AD3 (V1.0),AM3,ATX,32,4
Jetway JHZ03-GT-LF,AM3,Micro ATX,8,4
Biostar TH55B HD,LGA1156,Micro ATX,16,4
Foxconn A74ML-K 3.0,AM3,Micro ATX,8,2
ECS X58B-A3 SLI (V1.0),LGA1366,ATX,24,6
Biostar TA785GE 128M,AM3/AM2+/AM2,Micro ATX,16,4
Biostar TA870+,AM3,ATX,16,4
MSI Big Bang Fuzion,LGA1156,ATX,16,4
Jetway JNC84E-LF,AM3/AM2+/AM2,Mini ITX,4,2
ASRock H55M-GE,LGA1156,Micro ATX,16,4
ASRock H55DE3,LGA1156,ATX,16,4
Foxconn P55A-S,LGA1156,ATX,16,4
Biostar T5 XE,LGA1156,ATX,16,4
ASRock H55M/USB3 R2.0,LGA1156,Micro ATX,8,2
ECS H55H-I,LGA1156,Mini ITX,8,2
ECS P55H-CM (V1.0),LGA1156,Micro ATX,16,4
Asus Sabertooth 55i,LGA1156,ATX,16,4
Jetway JXBLUE-77A4-LF,AM3,ATX,8,2
Jetway JM26GT4-A-LF,AM3/AM2+/AM2,Micro ATX,4,2
Biostar A785GE,AM3/AM2+,Micro ATX,8,2
Jetway JPA76GM5D3-LF,AM3,Micro ATX,8,2
Foxconn Cinema Premium,AM3/AM2+/AM2,Micro ATX,8,4
Zotac H55ITX-C-E,LGA1156,Mini ITX,8,2
Jetway JHA12-LF,AM3,ATX,16,4
Foxconn A9DA,AM3,ATX,16,4
ECS IC780M-A2 (V1.0A),AM3,ATX,16,4
ECS A880GM-M7 (V2.0),AM3,Micro ATX,16,2
ECS IC890GXM-A (V1.1),AM3,ATX,32,4
ASRock 760GM-GS3,AM3,Micro ATX,8,2
ASRock 880GMH/USB3 R2.0,AM3,Micro ATX,16,4
Gigabyte GA-H67MA-UD2H,LGA1155,Micro ATX,16,4
Gigabyte GA-P67A-UD3,LGA1155,ATX,16,4
Gigabyte GA-P67A-UD3P,LGA1155,ATX,16,4
Gigabyte GA-P67A-UD5,LGA1155,ATX,16,4
Gigabyte GA-P67A-UD7,LGA1155,ATX,16,4
MSI H67MA-EA45,LGA1155,Micro ATX,32,4
MSI H67MA-EA43,LGA1155,Micro ATX,32,4
MSI H67MA-EA33,LGA1155,Micro ATX,16,2
MSI H67MA-ED55,LGA1155,Micro ATX,32,4
MSI P67A-GD55,LGA1155,ATX,32,4
MSI P67A-C45,LGA1155,ATX,32,4
Intel DP67BA,LGA1155,ATX,32,4
MSI H67MS-E43,LGA1155,Micro ATX,32,4
Biostar TH67XE,LGA1155,Micro ATX,16,4
MSI 870A-G55,AM3,ATX,16,4
ECS P67H2-A Hydra,LGA1155,ATX,32,4
ECS P67H2-A,LGA1155,ATX,16,4
ECS P67H2-A4,LGA1155,ATX,16,4
ECS P67H2-A2 SLI,LGA1155,ATX,16,4
ECS H67H2-A3,LGA1155,ATX,16,4
ECS H67H2-M,LGA1155,Micro ATX,16,4
ECS H67H2-M3,LGA1155,Micro ATX,16,2
ECS H67H2-M2,LGA1155,Micro ATX,16,4
ECS H67H2-M4,LGA1155,Micro ATX,16,4
ECS H67H2-I,LGA1155,Mini ITX,8,2
ASRock P67 Professional,LGA1155,ATX,32,4
ASRock H67M-GE,LGA1155,Micro ATX,32,4
ASRock H67M,LGA1155,Micro ATX,16,2
Jetway HI08,LGA1155,ATX,16,4
Jetway MIH67M-HU3,LGA1155,Micro ATX,16,4
MSI 760GM-P33,AM3,Micro ATX,8,2
MSI 760GM-P35,AM3,Micro ATX,16,4
MSI 880G-E45,AM3,ATX,16,4
MSI 880GMA-E55,AM3,Micro ATX,16,4
ASRock Fatal1ty P67 Professional,LGA1155,ATX,32,4
MSI 870A Fuzion Power Edition,AM3,ATX,16,4
Biostar A880GU3,AM3,Micro ATX,8,2
MSI 890FXA-GD65,AM3,ATX,16,4
Foxconn H67A-S,LGA1155,ATX,16,4
MSI 880GM-P51,AM3,Micro ATX,16,4
Biostar TP55,LGA1156,ATX,16,4
Foxconn Inferno Katana,LGA1156,ATX,16,4
MSI X58A-GD65,LGA1366,ATX,24,6
ECS A890GXM-A(2.0),AM3,ATX,32,4
ECS A880GM-M6(1.0),AM3,Micro ATX,32,4
Biostar TA785G3+,AM3,Micro ATX,16,4
Gigabyte G1.Sniper,LGA1366,ATX,24,6
Biostar TH55XERCH,LGA1156,ATX,16,4
MSI 880GM-E35,AM3,Micro ATX,16,2
Biostar A880G+RCH,AM3,Micro ATX,8,2
Biostar TA890GXERCH,AM3,Micro ATX,16,4
MSI H67MA-E35 (B3),LGA1155,Micro ATX,16,2
ECS H55H-CM,LGA1156,Micro ATX,16,4
Gigabyte GA-H67MA-UD2H-B3,LGA1155,Micro ATX,32,4
Asus P8H67-M LE (REV 3.0),LGA1155,Micro ATX,16,2
Asus P8H67-M EVO (REV 3.0),LGA1155,Micro ATX,32,4
Asus P8P67 (REV 3.0),LGA1155,ATX,32,4
Asus P8P67 LE (REV 3.0),LGA1155,ATX,32,4
Asus P8P67 Deluxe (REV 3.0),LGA1155,ATX,32,4
MSI 880GMA-E35,AM3,Micro ATX,16,2
Asus P8H67-M PRO/CSM (REV 3.0),LGA1155,Micro ATX,32,4
ASRock H67M-ITX/HT,LGA1155,Mini ITX,16,2
Asus P8H67-M LX (REV 3.0),LGA1155,Micro ATX,16,2
Asus P8P67-M (REV 3.0),LGA1155,Micro ATX,32,4
MSI H67MS-E43 (B3),LGA1155,Micro ATX,32,4
Gigabyte GA-H67N-USB3-B3,LGA1155,Mini ITX,16,2
ASRock P67 Extreme6 (B3),LGA1155,ATX,32,4
ASRock H67M (B3),LGA1155,Micro ATX,16,2
Gigabyte GA-P67A-UD7-B3,LGA1155,ATX,32,4
ASRock P67 Pro3 (B3),LGA1155,ATX,32,4
Gigabyte GA-P67A-UD5-B3,LGA1155,ATX,32,4
Asus Sabertooth P67 (REV 3.0),LGA1155,ATX,32,4
Biostar TA880GU3+,AM3,Micro ATX,16,4
MSI 880GMS-E35,AM3,Micro ATX,16,2
ASRock P67 Extreme 4 (B3),LGA1155,ATX,32,4
MSI 870S-G46,AM3,ATX,32,4
ASRock 890GX Pro3,AM3,ATX,32,4
Intel DP67DEB3,LGA1155,Micro ATX,32,4
MSI 870A-G46,AM3,ATX,32,4
MSI NF725GM-P43,AM3,Micro ATX,16,2
Biostar TH67B,LGA1155,Micro ATX,16,4
Biostar A870U3,AM3,ATX,16,4
Jetway JMA3-880GTV2-LF,AM3,Micro ATX,8,2
